"id","issue_count","issues"
"final_coil_of_bahamut_-_turn_2","10","mnemonic_truncated: '1）Kaliya (Boss)：Seed of the Sea' | mnemonic_no_zh: '3）Barofield' | desc_bad_start: ', a Stack marker indicated by a red laser targeting a player.' | desc_bad_start: ', which falls on two random players excepting the main tank, both dealing 2500 damage in an AoE.' | desc_bad_start: ', which inflicts {{Status effect|debuff|File:InTheHeadlights.' | desc_wiki_artifact ({{): ', which inflicts {{Status effect|debuff|File:InTheHeadlights.' | desc_bad_start: '.' | desc_bad_start: '.' | desc_bad_start: ', which unlike other Area of Effect#Cleave, is an unmarked Tankbuster#Shared Tankbuster.' | desc_bad_start: '.'"
"final_coil_of_bahamut_-_turn_3","1","mnemonic_no_zh: '3）Bennu'"
"final_coil_of_bahamut_-_turn_4","12","mnemonic_truncated: '3）The Storm of Meracydia' | desc_truncated: '3-4 players are marked with ground AoEs. 3-4 other players will be hit with a splash damage AoE, and 2-4 players are marked for a beam that must be sp...' | desc_truncated: 'A heavy damage tankbuster. Requires mitigation to survive. Followed by three casts of Flare Breath so immediate heals afterwards or invulnerability ar...' | desc_truncated: 'Two players are marked with glowing brown arrows. After a short delay, the marked players will have repeated line AoE fired at them that hits anything...' | desc_truncated: 'Spawns after every Gigaflare or Rage of Bahamut. The first always spawns in the north side of the arena. If it gets too close to the boss, they will l...' | desc_truncated: 'Orbs will periodically spawn throughout the phase. Orbs tether to random players, moving slowly at first before speeding towards their target. If a pl...' | desc_truncated: 'Players should move to the center of the room immediately after the boss leaves the arena. It will appear at the edge of the arena and mark a random p...' | desc_truncated: 'A dragon with low health, but is shielded by either a Physical Damage Shield or a Magical Damage Shield. The type of shield it has swaps periodically....' | desc_truncated: 'A hard-hitting bipedal dragon that attacks with frontal cleaves and tail swipes. A tank should face this enemy 90-degrees away from the party so that ...' | desc_truncated: 'Small whelps that spawn in groups. Must be kept away from The Pain else they will be absorbed, granting it health restoration and a damage up Damage U...' | desc_truncated: 'Large blue dragons that hit moderately hard, but function as a DPS check. 20 seconds after spawning, Sins will cast Evil Eye, which deals damage equal...' | desc_truncated: 'A large flying wyvern reminiscent of Twintania Similarly attacks with Death Sentence, a moderate damage tank-buster. Drops a Neurolink 2.0 puddle on t...'"
"final_day","1","boss_no_mnemonic: The Endsinger"
"fractal_continuum","4","desc_bad_start: ', a double conal AoE that fans out directly in front of and behind the boss, and then repeats on either side of the boss.' | desc_truncated: 'adds will periodically spawn occasionally along the edge of the arena; each will occupy a single square, infusing it with a debuff that damages any pl...' | desc_bad_start: '.；依預兆走位處理。' | boss_no_mnemonic: Phantom Ray"
"gilded_araya","4","mnemonic_no_zh: '3）Bladescatter' | desc_truncated: 'Spawns a point-blank AoE and multiple concentric ring AoE telegraphs, leaving narrow safe spots in between them. Later casts of this will include seve...' | desc_truncated: 'Asura telegraphs six sequential half-room cleaves, cleaving either her north, west, or east, and traveling in a clockwise or counterclockwise pattern....' | desc_truncated: 'Divides the arena into a red half and blue half while summoning either a red or blue mask. Go to the opposite floor color as the mask, because the sam...'"
"gilded_araya_2","4","mnemonic_no_zh: '3）Bladescatter' | desc_truncated: 'Spawns a point-blank AoE and multiple concentric ring AoE telegraphs, leaving narrow safe spots in between them. Later casts of this will include seve...' | desc_truncated: 'Asura telegraphs six sequential half-room cleaves, cleaving either her north, west, or east, and traveling in a clockwise or counterclockwise pattern....' | desc_truncated: 'Divides the arena into a red half and blue half while summoning either a red or blue mask. Go to the opposite floor color as the mask, because the sam...'"
"grand_cosmos","3","boss_no_mnemonic: Servomechanical Chevalier | boss_no_mnemonic: Master Mathias | boss_no_mnemonic: Lugus"
"great_gubal_library_hard","3","boss_no_mnemonic: Demon of the Tome | desc_truncated: 'Hits each player with a tornado AoE. If you don't have heavyHeavy, each tornado you're clipped by deals damage, knocks you into the air, and inflictin...' | desc_truncated: 'Marks everyone with a purple marker, then hits each of them with an AoE. Used after On the Properties of Imps. If you are still an imp, each AoE you'r...'"
"halatali","4","desc_truncated: 'The water crackles with electricity! The boss will start charging electricity, giving a purple glow to the entire pool of water. Retreat to the dirt s...' | boss_no_mnemonic: Pit Peiste | desc_truncated: 'Tangata calls upon spirits of flame! At around 80% health, the boss gains a fire shield that makes it invulnerable. Two torches will light up and star...' | desc_truncated: 'Multi-stage AoE that starts as a circle, then two concentric donuts. Stand outside the initial circle, then when it goes off, move into it to avoid th...'"
"haukke_manor","3","boss_no_mnemonic: Manor Claviger | boss_no_mnemonic: Manor Steward | boss_no_mnemonic: Lady Amandine"
"haukke_manor_hard","3","boss_no_mnemonic: Manor Jester | boss_no_mnemonic: Ash | boss_no_mnemonic: Halicarnassus"
"hells_lid","3","boss_no_mnemonic: Genbu | boss_no_mnemonic: Magatsu Tako | boss_no_mnemonic: Hakutaku"
"hell_on_rails","1","boss_no_mnemonic: Doomtrain"
"hell_on_rails_extreme","1","boss_no_mnemonic: Doomtrain"
"heroes_gauntlet","3","boss_no_mnemonic: Spectral Berserker | boss_no_mnemonic: Spectral Thief | boss_no_mnemonic: Black Star"
"holminster_switch","3","boss_no_mnemonic: Forgiven Dissonance | boss_no_mnemonic: Tesleen the Forgiven | boss_no_mnemonic: Philia"
"hullbreaker_isle","3","boss_no_mnemonic: Sasquatch (Boss) | boss_no_mnemonic: Sjoorm | boss_no_mnemonic: Kraken (Hullbreaker Isle)"
"hullbreaker_isle_hard","8","mnemonic_no_zh: '5）B5 Ymir：' | boss_no_mnemonic: Sanguine Sirens Targirl | desc_truncated: '- makes the arena slippery for a few seconds, then marks players with an ice flag and a circle. Each marker will drop an Iceberg at the spot where it ...' | desc_truncated: '- All players will be inflicted with an un-Esunable poison Poison, and then several chests will appear. Chests containing a blue potion will cure one ...' | desc_truncated: '- A player is marked with a crosshair and inflicted with a severe heavy Heavy before the boss targets them with a high-damage AoE. The heavy needs to ...' | desc_truncated: '- The boss will spawn these around the arena, and then begin targeting them. After a few seconds, a targeted keg will explode, causing massive damage ...' | boss_no_mnemonic: Battle Coeurl | boss_no_mnemonic: Ymir"
"interphos","1","boss_no_mnemonic: Queen Eternal"
"jade_stoa_extreme","1","boss_no_mnemonic: Byakko"
"jeuno_the_first_walk","22","mnemonic_truncated: '3）B3 Shadow Lord：Giga Slash / Umbra Smash / Implosion' | desc_truncated: 'Prishe readies to strike... Prishe will tether a point on the ground which will have three different colored concentric circles (yellow, orange, purpl...' | desc_truncated: 'Summons two yellow rods on the arena, each of which will have three yellow arrows extending from it, denoting the locations of circle AoEs that will t...' | desc_wiki_artifact (File:): 'Spread marker AoEs on random players, dealing magical damage and inflicting File:Light resistance down icon2.png Elemental Resistances, making overlap...' | desc_truncated: 'Spread marker AoEs on random players, dealing magical damage and inflicting File:Light resistance down icon2.png Elemental Resistances, making overlap...' | desc_truncated: 'A telegraphed irregular AoE in which Prishe will spawn spikes covering most of the arena except for L-shaped regions on two opposite corners and an re...' | desc_truncated: 'Prishe readies to strike... Each player will be knocked up and back from Prishe's location, denoted by the three different colored trajectories. For v...' | desc_wiki_artifact (File:): 'Each targetable boss will tether all members of a different alliance and give one of File:Epic hero icon.png Epic Hero, File:Fated hero icon.png Fated...' | desc_truncated: 'Each targetable boss will tether all members of a different alliance and give one of File:Epic hero icon.png Epic Hero, File:Fated hero icon.png Fated...' | desc_truncated: 'GK summons two sets of crisscrossing ice line AoEs (Tachi: Yukikaze), one pink flower AoE (Tachi: Kasha) that will expand, and an orb with a gaze mark...' | desc_truncated: 'MR will spawn three conal AoEs that will rotate in the direction of the arrows. This is followed by Spiral Finish, a radial knockback that can be prev...' | desc_truncated: 'GK will tether a healer from each alliance and give them a stack marker. He will then jump on each for split physical damage. These inflict piercing r...' | desc_truncated: 'EV inflicts magical raidwide damage. This will also summon multiple orbs of light that will sink into the ground, leaving pulsating AoEs. Anyone who t...' | desc_truncated: 'HM will summon four clones of himself, each of which will tether a random player and give then a running marker. HM will then cast Mighty Strikes, giv...' | desc_truncated: 'The Shadow Lord readies his blade... Shadow Lord will spawn two sweeping sword markers in sequence, each leaving a empty area. These denote late teleg...' | desc_truncated: 'The Shadow Lord concentrates energy in the palms of his hands... Shadow Lord spawns two semicircular AoE telegraphs, wielding an orb on each hand. One...' | desc_truncated: 'Magical raidwide damage and transitions the arena into four smaller circular platforms connected by pathways in a square formation. The rest of the ro...' | desc_truncated: 'A horizontal or vertical purple line will spawn on one edge of the arena, telegraphing a bi-directional knockback. Position to be knocked back safely ...' | desc_truncated: 'Line AoE physical tankbuster on all 3 tanks. Immediately followed by spread marker AoEs on random players (Nova) that inflict magical damage and magic...' | desc_truncated: 'Summons three sets of pink circle AoE telegraphs that appear and disappear, indicating the order in which they resolve. Anyone hit will be inflicted w...' | desc_truncated: 'Summons three stack marker AoEs on top of towers. Each alliance should take one. Shadow Lord will trap one player per alliance in a bubble, then knock...' | desc_truncated: 'A long cast that will inflict high magical raidwide damage and a 15-second bleeding Bleeding. Will also grant Shadow Lord a damage up 2 Damage Up stac...'"
"keeper_of_the_lake","3","boss_no_mnemonic: Einhander | boss_no_mnemonic: Magitek Gunship | boss_no_mnemonic: Midgardsormr (Enemy)"
"ktisis_hyperboreia","3","boss_no_mnemonic: Lyssa | boss_no_mnemonic: Ladon Lord + Hippokampos | boss_no_mnemonic: Hermes"
"kugane_castle","3","boss_no_mnemonic: Zuiko-maru | boss_no_mnemonic: Dojun-maru | boss_no_mnemonic: Yojimbo"
"labyrinth_of_the_ancients","4","boss_no_mnemonic: Bone Dragon | boss_no_mnemonic: Thanatos | boss_no_mnemonic: King Behemoth | boss_no_mnemonic: Phlegethon"
"lapis_manalis","3","boss_no_mnemonic: Albeleo | boss_no_mnemonic: Galateia Magna | boss_no_mnemonic: Cagnazzo"
"lost_city_of_amdapor","3","boss_no_mnemonic: Decaying Gourmand | boss_no_mnemonic: Arioch | boss_no_mnemonic: Diabolos"
"lost_city_of_amdapor_hard","3","boss_no_mnemonic: Achamoth | boss_no_mnemonic: Winged Lion | boss_no_mnemonic: Kuribu"
"lunar_subterrane","3","boss_no_mnemonic: Durante | boss_no_mnemonic: Antifaesia | boss_no_mnemonic: Golbez (Archfiend)"
"malikahs_well","3","boss_no_mnemonic: Hanbi | boss_no_mnemonic: Lugat | boss_no_mnemonic: Anzu"
"matoyas_relict","3","boss_no_mnemonic: Lord Master Pendragon | boss_no_mnemonic: Porxie | boss_no_mnemonic: Mother Porxie"
"memoria_misera_extreme","1","boss_no_mnemonic: Varis yae Galvus"
"meso_terminal","1","boss_no_mnemonic: Meso Terminal Boss"
"minstrels_ballad_endsingers_aria","1","boss_no_mnemonic: The Endsinger"
"minstrels_ballad_hadess_elegy","1","boss_no_mnemonic: Hades"
"minstrels_ballad_hydaelyns_call","1","boss_no_mnemonic: Hydaelyn"
"minstrels_ballad_necrons_embrace","1","boss_no_mnemonic: Necron"
"minstrels_ballad_nidhoggs_rage","10","mnemonic_no_zh: '3）Super Jump' | desc_truncated: 'Creates cuts in the ground under 4-8 players that open into AoEs reminiscent of eyes. After 3 seconds, the puddles will explode, dealing high damage t...' | desc_truncated: 'Nidhogg appears at a random edge of the arena before diving across in straight line, dealing massive damage to any players caught in its wake. This at...' | desc_truncated: 'A straight AoE attack from Nidhogg's head and tail, passing through his center. Inflicts moderate damage and a Supperation DoT to anyone it hits. Stan...' | desc_truncated: 'Groups of flame orbs will appear around the room in sequences of two or three. After 15 seconds they will explode in a + shape, dealing massive damage...' | desc_truncated: 'A physical-damage tank-buster that deals massive damage to the main target, encouraging the use of mitigation skills. Not to be confused with Akh Morn...' | desc_truncated: 'An AoE targeting multiple non-tank players, indicated by purple markers above their heads. After 5 seconds, marked players will be hit by moderate dam...' | desc_truncated: 'Interceptable purple tethers that will attach to one (phase 3) or both (phase 4) healers. After 10 seconds, these tethers will explode for major AoE d...' | desc_truncated: 'Four tower markers spawn around the center of the arena. Towers must have a player standing in them or else the party will likely wipe. Deals moderate...' | desc_truncated: 'Places a flare marker at the location of a High Jump, dealing damage to players based on their proximity to its epicenter. Place High Jumps at the edg...'"
"minstrels_ballad_sphenes_burden","1","boss_no_mnemonic: Queen Eternal"
"minstrels_ballad_thordans_reign","6","desc_truncated: 'A 20 second cast that deals damage based on Ser Zephirin's remaining health. Functions as a DPS check — deal as much damage to Ser Zephirin as possibl...' | desc_truncated: 'Grants one knight Sword of the Heavens and the other Shield of the Heavens. If these buffs are already active, the knights will instead swap their buf...' | desc_truncated: 'Places a black AoE underneath every player that will grow over time. Explodes after 6 seconds. Can be simplified by stacking together prior, ensuring ...' | desc_truncated: 'Four random players will be marked. Four comets will drop on these players, dealing minor damage in a small AoE around them. Do not stand near these p...' | desc_wiki_artifact ({{): 'One healer will be marked with a green marker. This player will be {{status effect|down for the count}} Down for the Count and given two stacks of {{s...' | desc_truncated: 'One healer will be marked with a green marker. This player will be {{status effect|down for the count}} Down for the Count and given two stacks of {{s...'"
"minstrels_ballad_zodiarks_fall","1","boss_no_mnemonic: Zodiark"
"mistwake","3","boss_no_mnemonic: Treno Catoblepas | boss_no_mnemonic: Amdusias | boss_no_mnemonic: Thundergust Griffin"
"mothercrystal","1","boss_no_mnemonic: Hydaelyn"
"mount_ordeals","1","boss_no_mnemonic: Rubicante"
"mount_ordeals_extreme","1","boss_no_mnemonic: Rubicante"
"mt_gulg","3","boss_no_mnemonic: Forgiven Cruelty | boss_no_mnemonic: Forgiven Whimsy | boss_no_mnemonic: Forgiven Obscenity"
"navel_hard","3","boss_no_mnemonic: Main Scenario Quest | boss_no_mnemonic: Sidequest | desc_truncated: 'is an ability that spawns numerous bombs around the boss room that will eventually explode in the order they dropped, dealing heavy damage to nearby p...'"
"neverreap","3","boss_no_mnemonic: Nunyenunc | boss_no_mnemonic: Canu Vanu | boss_no_mnemonic: Waukkeon"
"orbonne_monastery","4","boss_no_mnemonic: Mustadio | boss_no_mnemonic: Agrias | boss_no_mnemonic: Cidolfus Orlandeau | boss_no_mnemonic: Ultima"
"paglthan","3","boss_no_mnemonic: Atrociraptor | boss_no_mnemonic: Magitek Predator | boss_no_mnemonic: Magitaur"
"pharos_sirius","12","mnemonic_no_zh: '3）B3 Tyrant：' | mnemonic_truncated: '4）B4 Siren (boss)：Deathly Verse / Song of Torment / Deathly Cadenza' | mnemonic_no_zh: '5）B5 Siren：' | desc_truncated: 'makes either 1 or 2 large circular puddles on the ground. The puddle(s) will expand 2 times, and touching them will give a Corrupting Crystal stack. I...' | desc_bad_start: ', as this will destroy multiple eggs at once.' | desc_bad_start: '.' | boss_no_mnemonic: Tyrant | desc_truncated: 'inflicts a player with charm Siren Song. Healers have 12 seconds to heal them to full HP, or they will become confused confused and attack fellow part...' | desc_truncated: 'Applies a bleeding Bleeding debuff to the tank. This debuff can be removed with Esuna. This cast can also be interrupted if one reacts quickly, but it...' | desc_truncated: 'Large donut AoE at the center of the room. Anyone hit by this will get the charm Siren Song debuff. Stay in the center of the arena (the circle of met...' | desc_truncated: 'Applies reduced immunity Reduced Immunity, which reduces healing received, to all players. The cast can be interrupted, and the debuff can be removed ...' | boss_no_mnemonic: Siren"
"praetorium","3","mnemonic_truncated: '1）B1 Mark II Magitek Colossus：Ceruleum Vent / Prototype Laser Alpha / Prototype Laser Beta' | desc_truncated: 'Summons a Magitek Death Claw that tethers to one player and slowly moves towards them, knocking player back when it gets to them. The players not teth...' | desc_truncated: 'Copies of Gaius will appear on the long side of the arena and each cast Terminus Est, marked by flaming Xs. Players should move out of the way of thei...'"
"puppets_bunker","3","boss_no_mnemonic: Aegis Unit | boss_no_mnemonic: Heavy Artillery Magitek Unit | boss_no_mnemonic: Compound Aegis"
"qitana_ravel","3","boss_no_mnemonic: Lozatl | boss_no_mnemonic: Batsquatch | boss_no_mnemonic: Eros"
"ridorana_lighthouse","4","boss_no_mnemonic: Famfrit | boss_no_mnemonic: Belias | boss_no_mnemonic: Construct 7 | boss_no_mnemonic: Yiazmat"
"san_doria_the_second_walk","29","desc_truncated: 'The kirin tethers both arms and spawns two line AoE telegraphs that run north to south. After these initial AoEs resolve, they will be transferred ove...' | desc_truncated: 'The kirin will tether an arm and spawn a circle AoE telegraph to its left or right, based on the cast. This is followed with a late telegraphed massiv...' | desc_truncated: '/ Double Wringer / Smiting (Left/Right) Sequence: The boss will display two AoE telegraphs originating from it (lines, centered point-blank, off-cente...' | desc_truncated: '***If the AoE sequence is point-blank then lines, players would first move away from the boss, then go east-west in max melee range, and finally the m...' | desc_truncated: 'The AoE sequence is an offset circle AoE followed by a point-blank AoE. Dodge circle, then be away from both the boss and the first tethered, arm, the...' | desc_truncated: 'Four tankbuster towers will spawn. Alxaal will take one, meaning that the remaining 3 tanks will each need to take one. Each tank will receive the Fil...' | desc_truncated: 'Both hand adds become targetable, while raid-wide damage (Shockwave) periodically pulses. Both Chiseled Arms must be destroyed before this cast finish...' | desc_truncated: 'Ultima will use a telegraphed draw-in attack. Players should go to the opposite side of the arena to avoid being pushed off or use knockback immune. A...' | desc_truncated: 'Omega will flash three sets of red rectangular regions on the arena, indicating the location of AoEs, then execute the attacks. Immediately followed u...' | desc_truncated: 'Ultima will spawn a mirror panel on the arena at a 45 degree angle. It will then use an Energy Orb that hits the mirror, resulting in a follow-up line...' | desc_wiki_artifact (File:): 'Omega will give random players a 9-second File:Projection locus icon.png Projection Locus debuff. These players will flash a red circle AoE telegraph ...' | desc_truncated: 'Omega will give random players a 9-second File:Projection locus icon.png Projection Locus debuff. These players will flash a red circle AoE telegraph ...' | desc_truncated: 'Jump from the airship before it's reduced to ash! Ultima will forcibly pull all players towards it, briefly stun then, and both bosses will become unt...' | desc_truncated: 'Ultima will sequentially spawn four proximity AoE telegraphs, one near each corner of the arena, in a clockwise or counterclockwise fashion. Rotate wi...' | desc_truncated: 'Kam'lanaut will spawn a small point-blank AoE under him that will leave behind a persistent puddle, inflicting Bleeding Bleeding to anyone who steps i...' | desc_truncated: 'Spawns one of two patterns of elemental AoEs. The telegraphs matching the elements from previous Elemental Blade attack will enlarge significantly, so...' | desc_truncated: 'Telegraphed line AoE through Kam'lanaut and spawns numerous Sublime Estoc (sword) adds in it, pointing in one of two directions. Each sword will use a...' | desc_truncated: 'Telegraphed point-blank AoE. Kam'lanaut will rotate to face a new direction and immediately follow with a late telegraphed 180 degree frontal cleave, ...' | desc_truncated: 'Kam'lanaut will spawn three sets of expanding elemental circles originating from him. When the circle touches a crystal matching its element, the crys...' | desc_truncated: 'Kam'lanaut will spawn three untargetable clones of himself, each of which will use a late telegraphed line AoE (Illumed Estoc) roughly through where t...' | desc_truncated: 'Telegraphed radial knockback from the center, dealing physical damage. All players should either use knockback immune or position to be knocked back t...' | desc_truncated: 'Similar to before, but Kam'lanaut now imbues three instead of two elements, causing three AoE telegraphs to enlarge. For the cones pattern, only one s...' | desc_truncated: 'Will spawn only two clones, but their line AoEs will both intersect his hitbox and cover two of the three prongs, so be out of it and position for the...' | desc_truncated: 'Five hits of magical raid-wide damage, places down red circle AoE telegraphs at various locations, and gives random players spread marker AoE telegrap...' | desc_truncated: 'Two red circles will spawn on the ground, one directly below the boss, and one on a random corner, indicating where Eald'narche will teleport to. Afte...' | desc_truncated: 'Spread marker AoEs on random players dealing magical damage and leaving behind crystal puddles that will detonate as late-telegraphed follow up AoEs o...' | desc_truncated: 'Spawns two plus telegraph tiles. However, one of the tiles will also be linked with the hole in the arena. The plus telegraph and the tile it is on wi...' | desc_truncated: 'Eald'narche will forcibly draw one player towards them and imprison them in a crystal, making them the target of a stack marker AoE dealing magical da...' | desc_truncated: 'Spawns several AoE telegraphs—multiple circle AoEs and a line AoE covering three tiles. In addition, either a proximity AoE in the middle or a draw-in...'"
"sastasha","3","boss_no_mnemonic: Chopper | boss_no_mnemonic: Captain Madison | boss_no_mnemonic: Denn the Orcatoothed"
"seat_of_sacrifice","1","boss_no_mnemonic: The Warrior of Light"
"seat_of_sacrifice_extreme","1","boss_no_mnemonic: The Warrior of Light"
"second_coil_of_bahamut_-_turn_1","3","desc_bad_start: '.' | desc_bad_start: '.' | desc_truncated: 'is cast, any Dark Matter Bulbs on the outside edge of the arena should be ignored, while ones in the center of the arena should be killed <u>immediate...'"
"second_coil_of_bahamut_-_turn_2","1","mnemonic_no_zh: '3）Renaud'"
"second_coil_of_bahamut_-_turn_3","1","boss_no_mnemonic: The Avatar"
"second_coil_of_bahamut_-_turn_4","4","mnemonic_no_zh: '3）Green Comet' | desc_bad_start: '.' | desc_bad_start: '.' | desc_bad_start: '.'"
"second_coil_of_bahamut_savage_-_turn_1","3","desc_bad_start: '.' | desc_bad_start: '.' | desc_truncated: 'is cast, any Dark Matter Bulbs on the outside edge of the arena should be ignored, while ones in the center of the arena should be killed <u>immediate...'"
"second_coil_of_bahamut_savage_-_turn_2","1","mnemonic_no_zh: '3）Renaud'"
"second_coil_of_bahamut_savage_-_turn_3","1","boss_no_mnemonic: The Avatar"
"second_coil_of_bahamut_savage_-_turn_4","4","mnemonic_no_zh: '3）Green Comet' | desc_bad_start: '.' | desc_bad_start: '.' | desc_bad_start: '.'"
"shisui_of_the_violet_tides","3","boss_no_mnemonic: Amikiri | boss_no_mnemonic: Ruby Princess | boss_no_mnemonic: Shisui Yohi"
"sigmascape_v10","1","boss_no_mnemonic: Phantom Train"
"sigmascape_v20","1","boss_no_mnemonic: Chadarnook"
"sigmascape_v30","1","boss_no_mnemonic: Guardian"
"sigmascape_v40","2","boss_no_mnemonic: Kefka | boss_no_mnemonic: God Kefka"
"skydeep_cenote","12","desc_wiki_artifact (File:): 'Gives each player a File:Nuisance icon.png Nuisance debuff with the combat message: You are cursed to be a nuisance to the party.... This debuff cause...' | desc_truncated: 'Gives each player a File:Nuisance icon.png Nuisance debuff with the combat message: You are cursed to be a nuisance to the party.... This debuff cause...' | desc_truncated: 'A telegraphed frontal conal AoE on a random player. Nuisance will cause each player will shoot a narrow untelegraphed conal AoE in front of them once ...' | desc_truncated: 'Feather Ray produces copious bubbles... Numerous bubbles will originate from the boss and slowly move out, requiring players to dodge. The arena will ...' | desc_truncated: 'A current from the east will shift all bubbles west by one position. Players will need to identify the empty spots considering the shift, because each...' | desc_wiki_artifact (File:): 'then Troublesome Tail are used again, giving everyone File:Nuisance icon.png Nuisance.' | desc_truncated: 'Spawns a blue mirror on one wall and a yellow orb on one corner. The boss will jump to a corner adjacent to the yellow orb and aim a telegraphed line ...' | desc_truncated: '(Maulskull draws power from its fists!): One of the boss' fists will begin glowing and make a sound effect, followed by the other one, indicating two ...' | desc_truncated: 'Spawns a blue knockback AoE circle at the north or the arena. Also gives each player a spread marker. Players will need to be knocked back leaning tow...' | desc_truncated: 'The boss summons a large purple cube and punches it, telegraphing three sets of circle AoE. During the third set, either one two green arrow telegraph...' | desc_truncated: 'A combination of Stonecarver half-room cleaves and Skullcrush knockback AoE (without the spread markers). Players will need to be knocked back safely ...' | desc_truncated: 'A blue knockback circle will spawn near a lower corner of the arena. In addition, a stack marker will spawn on a random player. The party will need to...'"
"smileton","3","boss_no_mnemonic: Tortured Tortoise | boss_no_mnemonic: The Face | boss_no_mnemonic: Mister Cheesington"
"snowcloak","6","mnemonic_truncated: '1）B1 Wandil：Cold Wave / Snow Drift / Hypothermal Combustion' | desc_wiki_artifact (File:): 'Summons AoE circles beneath each player. Inflicts a stack of File:Frozen icon1.png Frozen debuff.' | desc_wiki_artifact (File:): 'Deals unavoidable raid-wide damage. Inflicts a stack of File:Frozen icon1.png Frozen. Keep moving to negate the debuff.' | desc_wiki_artifact (File:): 'Arena wide AoE. Inflicts a stack of File:Frozen icon1.png Frozen.' | desc_truncated: 'Summons six untargetable snowballs, each with a point blank AoE. Yeti will breathe on one to two of the snowballs, increasing the size of the snowball...' | desc_truncated: 'Long-duration cast that will instantly knock out any players not hiding behind an icicle. The first time Lunar Cry is cast, you can hide behind any of...'"
"sohm_al_hard","2","desc_truncated: 'Charges in the direction of a target in a line AoE with massive knockback. Used instead of Wild Charge when the boss is buffed, and has the same teleg...' | desc_truncated: 'Randomly marks a party member for a moderate attack with splash damage. Will create lava puddles near point of impact, as well as expanding existing p...'"
"sohr_khai","2","desc_truncated: 'Poqhiraj jumps, becomes untargetable as one might expect, and prepares to land at one end of the corridor using a familiar proximity indicator from ea...' | desc_truncated: 'Hraesvelgr leaves the arena and performs a line AoE across the middle. On the edges, two moving circle AoEs will spawn, so the player must move back t...'"
"stigma_dreamscape","3","boss_no_mnemonic: Magrann | boss_no_mnemonic: Engels | boss_no_mnemonic: Lunar Bahamut"
"stone_vigil","2","mnemonic_truncated: '2）B2 Koshchei：Spiked Tail / Sonic Storm / Typhoon' | desc_truncated: 'is a frontal AoE cone attack that deals a moderate amount of damage and inflicts the debuffs silence Silence and pacification Pacification for 5 secon...'"
"stone_vigil_hard","1","boss_no_mnemonic: Giruveganaus"
"storms_crown","1","boss_no_mnemonic: Barbariccia"
"storms_crown_extreme","1","boss_no_mnemonic: Barbariccia"
"strayborough_deadwalk","10","desc_truncated: 'Spawns a floating head above each player's location. After a few seconds, the head will drop from its spawn location (in a small late telegraphed circ...' | desc_truncated: 'The dolls will begin running through the arena, aiming at certain players. Once each doll reaches the other side, it will run through the arena a seco...' | desc_truncated: 'Four exaflare AoE telegraphs will spawn in the middle, 90 degrees away from each other. This is followed by another set of exaflares in the previously...' | desc_truncated: 'A ghost appears, tethers, and possesses one teacup. Afterward, all of the tea cups will begin spinning multiple times, moving inwards and outwards to ...' | desc_truncated: 'A large blue portal will spawn at the north, indicating a line AoE leaving the sides safe. This attack repeats, summoning two portals at the sides (wi...' | desc_wiki_artifact (File:): 'Träumerei prepares a ward against spirits! Each player will be given a large spread AoE marker. If they are hit by this with File:Ghostly guise icon.p...' | desc_truncated: 'Träumerei prepares a ward against spirits! Each player will be given a large spread AoE marker. If they are hit by this with File:Ghostly guise icon.p...' | desc_truncated: 'Spawns multiple Stray Phantagenitrix at the north wall in two alternating groups. The first group will being floating up and charging a line AoE attac...' | desc_wiki_artifact (File:): 'Träumerei prepares a ward against the living! An attack that will instantly kill anyone without File:Ghostly guise icon.png Ghostly Guise. Players mus...' | desc_truncated: 'Träumerei prepares a ward against the living! An attack that will instantly kill anyone without File:Ghostly guise icon.png Ghostly Guise. Players mus...'"
"striking_tree_extreme","10","desc_wiki_artifact (File:): 'Will target two players: the furthest from the boss and a random player that is not top enmity, with an orange crosshair and then inflict File:Chaos i...' | desc_truncated: 'Will target two players: the furthest from the boss and a random player that is not top enmity, with an orange crosshair and then inflict File:Chaos i...' | desc_truncated: 'Random players and patches of ground will be marked with an AoE. Deals moderate damage and breaks Chaotic Strike. The water on the arena will also ele...' | desc_wiki_artifact (File:): 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_truncated: 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_wiki_artifact (File:): 'Untelegraphed AoE tankbuster on the highest enmity player. Will deal lethal damage unless the target has File:Surge protection icon1.png Surge Protect...' | desc_truncated: 'Untelegraphed AoE tankbuster on the highest enmity player. Will deal lethal damage unless the target has File:Surge protection icon1.png Surge Protect...' | desc_truncated: 'Six Grey Arbiter adds will appear around the arena. Players should immediately switch to them, halting DPS on the boss. They shoot lightning beams at ...' | desc_wiki_artifact (File:): 'Tethers 2 players together, inflicting File:Causality icon1.png Causality and File:Thunderclap icon2.png Thunderclap. Every action used inflicts damag...' | desc_truncated: 'Tethers 2 players together, inflicting File:Causality icon1.png Causality and File:Thunderclap icon2.png Thunderclap. Every action used inflicts damag...'"
